to_ss	to_word	relation	from_ss	from_word	isvisual	cardinality	score
112766241	Toxicodendron	hasMember	112767648	varnish tree	 	3+ 	1
101831519	Apodiformes	hasMember	108107191	suborder	 	3+ 	1
101673503	Squamata	hasMember	108107191	suborder	 	3+ 	1
108369406	generation	hasMember	110439851	player	 	3+ 	0.8
101962223	Anomiidae	hasMember	108108784	tribe	 	3+ 	1
108284481	secondary school	hasMember	108287586	faculty	 	3+ 	1
101575577	Oriolidae	hasMember	101575941	Oriolus	 	3+ 	1
102646377	Cyclopteridae	hasMember	101332347	Togaviridae	 	3+ 	1
112264621	Chrysolepis	hasMember	112265083	dwarf golden chinkapin	 	3+ 	1
108248747	string orchestra	hasMember	110287213	man	 	3+ 	0.8
108352303	office	hasMember	108357992	quorum	 	3+ 	1
104310347	steamship company	hasMember	108357992	quorum	 	3+ 	1
101986538	Crangonidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
113010219	Strophariaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
111989636	Leucanthemum	hasMember	108110373	species	 	3+ 	1
102306159	Lasiocampidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108278822	dancing school	hasMember	110287213	man	 	3+ 	0.8
102423787	Tragelaphus	hasMember	102424085	bongo	 	3+ 	1
102510065	Ailuropodidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101648494	Bombina	hasMember	108110373	species	 	3+ 	1
108411483	dance school	hasMember	108357992	quorum	 	3+ 	1
101860337	Anhimidae	hasMember	108108972	genus	 	3+ 	1
108281409	Royal Society	hasMember	110287213	man	 	3+ 	0.8
101873144	Ornithorhynchus	hasMember	101873310	platypus	 	3+ 	1
101352574	bacteria genus	hasMember	108110373	species	 	3+ 	1
101671874	Trionychidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101536916	Emberizidae	hasMember	108108627	subfamily	 	3+ 	1
102051213	Pelecaniformes	hasMember	102051701	Pelecanidae	 	3+ 	1
102249365	Diaspididae	hasMember	108108972	genus	 	3+ 	1
111902595	genus Argemone	hasMember	111902709	prickly poppy	 	3+ 	1
112804866	Ribes	hasMember	108110373	species	 	3+ 	1
112438046	Alstroemeriaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
101963017	Arcidae	hasMember	108108784	tribe	 	3+ 	1
102575766	Carangidae	hasMember	102580336	scad	 	3+ 	1
102185694	Menopon	hasMember	108110373	species	 	3+ 	1
107944618	blood	hasMember	110787470	woman	 	3+ 	0.8
113179410	Vittariaceae	hasMember	108108972	genus	 	3+ 	1
102240852	Notonecta	hasMember	108110373	species	 	3+ 	1
111744859	plant genus	hasMember	108110373	species	 	3+ 	1
111825535	Froelichia	hasMember	108109624	subgenus	 	3+ 	1
108401554	clientele	hasMember	108513718	place	 	3+ 	0.8
112556030	Phaseolus	hasMember	112558425	sieva bean	 	3+ 	1
101998920	Lepadidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
102347140	Atherurus	hasMember	108110373	species	 	3+ 	1
101935743	Branchiobdellidae	hasMember	101333610	Reoviridae	 	3+ 	1
101551430	Pipridae	hasMember	101332653	Flaviviridae	 	3+ 	1
112701178	Lepidobotryaceae	hasMember	101333610	Reoviridae	 	3+ 	1
108292051	Western culture	hasMember	108378819	social organization	 	3+ 	1
106351888	Aramaic	hasMember	100390198	punctuation	 	3+ 	1
101403052	Laminariaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
112323411	Combretaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
101400575	Chrysophyceae	hasMember	108106934	order	 	3+ 	1
101710348	Titanosauridae	hasMember	108108972	genus	 	3+ 	1
101840643	Melanerpes	hasMember	108110373	species	 	3+ 	1
102328270	Ochotonidae	hasMember	101332653	Flaviviridae	 	3+ 	1
108251303	conspiracy	hasMember	109958892	conspirator	 	3+ 	1
108281029	National Academy of Sciences	hasMember	109759501	academician	 	3+ 	1
106500639	visible speech	hasMember	106828818	letter	 	3+ 	1
113172107	Polypodiaceae	hasMember	113175847	genus Lecanopteris	 	3+ 	1
101676313	Iguanidae	hasMember	101680137	Sceloporus	 	3+ 	1
113221807	Lepidodendrales	hasMember	108107191	suborder	 	3+ 	1
102214972	Sphecoidea	hasMember	108108784	tribe	 	3+ 	1
111911591	Compositae	hasMember	111983160	Hulsea	 	3+ 	1
101562584	Sylviidae	hasMember	101333082	Arenaviridae	 	3+ 	1
108193212	Naval Air Warfare Center Weapons Division	hasMember	110287213	man	 	3+ 	0.8
112033310	genus Xeranthemum	hasMember	108109624	subgenus	 	3+ 	1
101590443	Sittidae	hasMember	101590837	Sitta	 	3+ 	1
108049989	British Commonwealth	hasMember	108357992	quorum	 	3+ 	1
112980478	Peronosporaceae	hasMember	101332347	Togaviridae	 	3+ 	1
112018640	Sonchus	hasMember	108109624	subgenus	 	3+ 	1
112100538	Gramineae	hasMember	112126238	Oryzopsis	 	3+ 	1
112404943	Ulmaceae	hasMember	101333610	Reoviridae	 	3+ 	1
108396990	Army National Guard	hasMember	108357992	quorum	 	3+ 	1
111602671	genus Dioon	hasMember	108109624	subgenus	 	3+ 	1
101546348	Eurylaimidae	hasMember	101333610	Reoviridae	 	3+ 	1
112317164	Parrotia	hasMember	108109624	subgenus	 	3+ 	1
102019566	Turnicidae	hasMember	108108627	subfamily	 	3+ 	1
102567960	Roccus	hasMember	102568087	striped bass	 	3+ 	1
102577823	Alectis	hasMember	102577952	threadfish	 	3+ 	1
113030157	Pezizaceae	hasMember	113030438	Peziza	 	3+ 	1
112327209	Lecythidaceae	hasMember	101332347	Togaviridae	 	3+ 	1
102270473	Lepisma	hasMember	108109624	subgenus	 	3+ 	1
108176077	Organization of American States	hasMember	108853741	Brazil	 	3+ 	1
113217624	Psilophytaceae	hasMember	108108627	subfamily	 	3+ 	1
101450281	Holocentridae	hasMember	101332653	Flaviviridae	 	3+ 	1
102488149	Presbytes	hasMember	102488291	langur	 	3+ 	1
108248747	string orchestra	hasMember	108357992	quorum	 	3+ 	1
102076535	Otariidae	hasMember	108108972	genus	 	3+ 	1
111708181	Magnoliaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
102542598	Argentinidae	hasMember	108108972	genus	 	3+ 	1
102444647	Lutra	hasMember	102444819	otter	 	3+ 	1
112094786	Lysimachia	hasMember	112095020	loosestrife	 	3+ 	1
108184052	Sabaoth	hasMember	108357992	quorum	 	3+ 	1
112796617	Chrysosplenium	hasMember	108110373	species	 	3+ 	1
102575455	Remilegia	hasMember	108109624	subgenus	 	3+ 	1
108078020	family	hasMember	108357992	quorum	 	3+ 	1
111797016	genus Aralia	hasMember	111797722	wild sarsaparilla	 	3+ 	1
112580204	genus Wisteria	hasMember	108110373	species	 	3+ 	1
107947789	grass roots	hasMember	108524735	city	 	3+ 	0.8
102220676	Camponotus	hasMember	108110373	species	 	3+ 	1
101890718	Uropsilus	hasMember	101891013	Asiatic shrew mole	 	3+ 	1
101588858	Acanthisitta	hasMember	101588996	rifleman bird	 	3+ 	1
101522789	Dinornithidae	hasMember	101333082	Arenaviridae	 	3+ 	1
111693566	Annonaceae	hasMember	111696776	Xylopia	 	3+ 	1
101685277	Teiidae	hasMember	101685439	teiid lizard	 	3+ 	1
101948917	Patella	hasMember	108109624	subgenus	 	3+ 	1
112966048	mushroom pimple	hasMember	108108627	subfamily	 	3+ 	1
104472098	transit line	hasMember	108400965	membership	 	3+ 	1
101828714	Meropidae	hasMember	101332653	Flaviviridae	 	3+ 	1
113233012	Asclepiadaceae	hasMember	113237343	Periploca	 	3+ 	1
102205095	Tipulidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
112792041	Saxifragaceae	hasMember	112798041	Heuchera	 	3+ 	1
102559606	Centropomidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101955463	Bivalvia	hasMember	101965747	Pectinidae	 	3+ 	1
111911274	Campanulales	hasMember	112168126	Lobeliaceae	 	3+ 	1
101769789	Phalangiidae	hasMember	108108784	tribe	 	3+ 	1
101820190	Loriinae	hasMember	108108784	tribe	 	3+ 	1
113180304	Asplenium	hasMember	113180534	spleenwort	 	3+ 	1
108185369	holding company	hasMember	110624074	son	 	3+ 	0.8
112626030	Crataegus	hasMember	108110373	species	 	3+ 	1
102583211	Characidae	hasMember	101333610	Reoviridae	 	3+ 	1
107947255	folk	hasMember	108615926	parts	 	3+ 	0.8
112258380	Monotropaceae	hasMember	101333610	Reoviridae	 	3+ 	1
112469725	Smilacaceae	hasMember	101332347	Togaviridae	 	3+ 	1
101393604	Nummulitidae	hasMember	101332347	Togaviridae	 	3+ 	1
112423565	Liliaceae	hasMember	112451789	Fritillaria	 	3+ 	1
102143594	Hipposideridae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
108080947	police squad	hasMember	110662162	stringer	 	3+ 	1
101313093	Animalia	hasMember	101342529	animal order	 	3+ 	1
102300378	Bombyx	hasMember	108109624	subgenus	 	3+ 	1
112787565	Hydrangeaceae	hasMember	112790656	Philadelphaceae	 	3+ 	1
108415661	spearhead	hasMember	110287213	man	 	3+ 	0.8
111719468	Ranunculaceae	hasMember	111735822	Isopyrum	 	3+ 	1
102306159	Lasiocampidae	hasMember	101333082	Arenaviridae	 	3+ 	1
112613596	genus Hydrilla	hasMember	112613706	hydrilla	 	3+ 	1
101758019	Bothrops	hasMember	108109624	subgenus	 	3+ 	1
101637796	Hydromantes	hasMember	108109624	subgenus	 	3+ 	1
102191617	Calliphora	hasMember	108109624	subgenus	 	3+ 	1
101699415	Gavialidae	hasMember	108108627	subfamily	 	3+ 	1
111564258	magnoliid dicot family	hasMember	101333610	Reoviridae	 	3+ 	1
102354470	Thomomys	hasMember	108109624	subgenus	 	3+ 	1
112422399	Strekelia	hasMember	108109624	subgenus	 	3+ 	1
101838326	Picidae	hasMember	101838961	Picus	 	3+ 	1
101700754	genus Pisanosaurus	hasMember	101700924	pisanosaur	 	3+ 	1
101797767	Bonasa	hasMember	101797886	ruffed grouse	 	3+ 	1
112971157	Rhizopogonaceae	hasMember	108108972	genus	 	3+ 	1
102432867	Alces	hasMember	108109624	subgenus	 	3+ 	1
108382297	shadow cabinet	hasMember	109944160	committee member	 	3+ 	1
101667570	Emydidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
108383417	joint-stock company	hasMember	110014939	manager	 	3+ 	0.8
111778534	Araceae	hasMember	111789280	genus Monstera	 	3+ 	1
102043999	Stercorariidae	hasMember	108108972	genus	 	3+ 	1
112988703	Roccellaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
102373601	Equidae	hasMember	101333082	Arenaviridae	 	3+ 	1
107943646	ancients	hasMember	108615926	parts	 	3+ 	0.8
112393527	Helxine	hasMember	108110373	species	 	3+ 	1
112043248	genus Orchis	hasMember	112043444	orchis	 	3+ 	1
101438461	Cobitidae	hasMember	101438581	loach	 	3+ 	1
112234513	Daboecia	hasMember	108110373	species	 	3+ 	1
111841529	Cactaceae	hasMember	111846970	Ferocactus	 	3+ 	1
111909048	Fumariaceae	hasMember	101333610	Reoviridae	 	3+ 	1
108213817	regiment	hasMember	110287213	man	 	3+ 	0.99945391146074
101593705	Irenidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
102621419	Acanthurus	hasMember	102621577	doctorfish	 	3+ 	1
112795829	genus Bergenia	hasMember	112796022	bergenia	 	3+ 	1
102116959	Hyaenidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
102007721	Ardeidae	hasMember	101332347	Togaviridae	 	3+ 	1
102195693	Bombyliidae	hasMember	101332347	Togaviridae	 	3+ 	1
101519719	Dromaius	hasMember	101519873	emu	 	3+ 	1
113148602	Piperales	hasMember	113151568	Saururaceae	 	3+ 	1
108133189	Department of Energy Intelligence	hasMember	108357992	quorum	 	3+ 	1
101986538	Crangonidae	hasMember	108108784	tribe	 	3+ 	1
113148791	Piperaceae	hasMember	113150741	genus Peperomia	 	3+ 	1
101858989	Cygnus	hasMember	101859496	tundra swan	 	3+ 	1
102233577	Blattidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
102355711	Sciuridae	hasMember	102362025	Petauristidae	 	3+ 	1
101926988	Schistosoma	hasMember	108110373	species	 	3+ 	1
102542804	Argentina	hasMember	108109624	subgenus	 	3+ 	1
108244532	sleeper nest	hasMember	110307234	member	 	3+ 	0.8
102565728	Serranidae	hasMember	102570312	Rypticus	 	3+ 	1
108069342	packaging company	hasMember	110624074	son	 	3+ 	0.8
111851395	Opuntia	hasMember	108109624	subgenus	 	3+ 	1
112804621	Grossulariaceae	hasMember	108108627	subfamily	 	3+ 	1
108272961	combination	hasMember	108357992	quorum	 	3+ 	1
111773860	Nerium	hasMember	108110373	species	 	3+ 	1
112704636	Polygalaceae	hasMember	108108627	subfamily	 	3+ 	1
108477912	womankind	hasMember	108546183	county	 	3+ 	0.8
101530846	Carduelis	hasMember	101531971	redpoll	 	3+ 	1
102265717	Corydalidae	hasMember	108108972	genus	 	3+ 	1
101980328	Pinnotheridae	hasMember	101980471	Pinnotheres	 	3+ 	1
112813024	Thunbergia	hasMember	108109624	subgenus	 	3+ 	1
108080762	second string	hasMember	110665698	student	 	3+ 	0.8
112769663	Staphylea	hasMember	108109624	subgenus	 	3+ 	1
111636068	Cryptomeria	hasMember	108110373	species	 	3+ 	1
108004089	transportation company	hasMember	108400965	membership	 	3+ 	1
112134300	Setaria	hasMember	108109624	subgenus	 	3+ 	1
101425076	genus Leucocytozoon	hasMember	108110373	species	 	3+ 	1
107948754	uninitiate	hasMember	109876892	brother	 	3+ 	0.8
102205896	Hymenoptera	hasMember	102216547	Cynipidae	 	3+ 	1
108193854	Naval Underwater Warfare Center	hasMember	108400965	membership	 	3+ 	1
111664677	Pteropsida	hasMember	108103299	subphylum	 	3+ 	1
101577265	Pastor	hasMember	108110373	species	 	3+ 	1
112100538	Gramineae	hasMember	112131216	Poa	 	3+ 	1
102257536	Cercopidae	hasMember	102258065	Philaenus	 	3+ 	1
101618671	Cathartidae	hasMember	101333082	Arenaviridae	 	3+ 	1
101614195	Aquila	hasMember	108110373	species	 	3+ 	1
111874707	Biscutella	hasMember	111874878	buckler mustard	 	3+ 	1
112181851	Kosteletzya	hasMember	108110373	species	 	3+ 	1
108257971	American Party	hasMember	108357992	quorum	 	3+ 	1
112215373	genus Banksia	hasMember	112215579	banksia	 	3+ 	1
102082498	Orycteropodidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
113043516	Lycoperdaceae	hasMember	113044149	Calvatia	 	3+ 	1
102528534	Isospondyli	hasMember	102542162	Albulidae	 	3+ 	1
111827775	Chenopodiaceae	hasMember	101332347	Togaviridae	 	3+ 	1
101972733	Spirulidae	hasMember	101333610	Reoviridae	 	3+ 	1
101451524	Anomalopidae	hasMember	101452051	Krypterophaneron	 	3+ 	1
101883212	Dasyuridae	hasMember	101883513	dasyurid marsupial	 	3+ 	1
112315424	Corylopsis	hasMember	108110373	species	 	3+ 	1
101932358	Tylenchidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
111819751	Dorotheanthus	hasMember	108109624	subgenus	 	3+ 	1
112476036	Agavaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
102019566	Turnicidae	hasMember	101332347	Togaviridae	 	3+ 	1
108383417	joint-stock company	hasMember	110787470	woman	 	3+ 	0.8
112610186	Eichhornia	hasMember	112610328	water hyacinth	 	3+ 	1
102479896	Pongidae	hasMember	108108972	genus	 	3+ 	1
101754190	Ancistrodon	hasMember	101754533	cottonmouth	 	3+ 	1
112474828	Uvularia	hasMember	108109624	subgenus	 	3+ 	1
111737316	Pulsatilla	hasMember	108110373	species	 	3+ 	1
102341108	Microtus	hasMember	108109624	subgenus	 	3+ 	1
112183916	Malvaviscus	hasMember	108110373	species	 	3+ 	1
101660719	Reptilia	hasMember	101719175	Synapsida	 	3+ 	1
102302124	Eacles	hasMember	108109624	subgenus	 	3+ 	1
111786983	genus Cryptocoryne	hasMember	108109624	subgenus	 	3+ 	1
113042514	Clathraceae	hasMember	113042694	Clathrus	 	3+ 	1
101666802	Kinosternidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
112286581	Carpinus	hasMember	108110373	species	 	3+ 	1
108162691	House of Commons	hasMember	110287213	man	 	3+ 	0.8
111975853	Haplopappus	hasMember	108110373	species	 	3+ 	1
112328241	Lythrum	hasMember	108110373	species	 	3+ 	1
111949707	genus Chaenactis	hasMember	111949857	chaenactis	 	3+ 	1
102228874	Stenopelmatidae	hasMember	108108627	subfamily	 	3+ 	1
102071905	Platanistidae	hasMember	108108972	genus	 	3+ 	1
101826223	Coraciidae	hasMember	101333610	Reoviridae	 	3+ 	1
113031956	Morchella	hasMember	108110373	species	 	3+ 	1
102459001	Mylodontidae	hasMember	102459636	mapinguari	 	3+ 	1
102435689	Tragulidae	hasMember	102435853	chevrotain	 	3+ 	1
101873007	Ornithorhynchidae	hasMember	101332653	Flaviviridae	 	3+ 	1
101540697	Coccothraustes	hasMember	108109624	subgenus	 	3+ 	1
108401711	rank and file	hasMember	109411430	river	 	3+ 	0.8
112924984	Cnidoscolus	hasMember	108110373	species	 	3+ 	1
101952557	genus Physa	hasMember	108110373	species	 	3+ 	1
101483980	Isurus	hasMember	108109624	subgenus	 	3+ 	1
101851996	Aix	hasMember	108109624	subgenus	 	3+ 	1
101367430	Enterobacteriaceae	hasMember	101333610	Reoviridae	 	3+ 	1
112290116	Gentianaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
111911591	Compositae	hasMember	111962500	Echinops	 	3+ 	1
108401554	clientele	hasMember	108665504	town	 	3+ 	0.8
101378800	Micrococcaceae	hasMember	108108784	tribe	 	3+ 	1
112517820	Codariocalyx	hasMember	108110373	species	 	3+ 	1
101595841	Delichon	hasMember	108110373	species	 	3+ 	1
102507863	Procyon	hasMember	102508021	raccoon	 	3+ 	1
101804340	Colinus	hasMember	101804478	bobwhite	 	3+ 	1
112205308	Sparmannia	hasMember	108110373	species	 	3+ 	1
101930485	Ascaridae	hasMember	101930672	Ascaris	 	3+ 	1
108477164	unconfessed	hasMember	110080869	father	 	3+ 	0.8
101885724	Notoryctidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
112998349	Agaricales	hasMember	112985629	Clavariaceae	 	3+ 	1
101366881	genus Listeria	hasMember	101367083	listeria	 	3+ 	1
102284367	genus Tortrix	hasMember	102284884	orange tortrix	 	3+ 	1
102197413	Drosophilidae	hasMember	101332653	Flaviviridae	 	3+ 	1
111636389	Juniperus	hasMember	111637015	pencil cedar	 	3+ 	1
111867525	Cruciferae	hasMember	111897760	Stephanomeria	 	3+ 	1
108076253	raider	hasMember	108357992	quorum	 	3+ 	1
108083320	Catholic Church	hasMember	109678009	Christian	 	3+ 	1
102526486	Anguillidae	hasMember	108108972	genus	 	3+ 	1
102638835	Amiidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
108074879	tobacco industry	hasMember	108357992	quorum	 	3+ 	1
102249995	Dactylopiidae	hasMember	101333610	Reoviridae	 	3+ 	1
101687856	genus Agama	hasMember	108109624	subgenus	 	3+ 	1
112323820	genus Combretum	hasMember	112324558	bush willow	 	3+ 	1
108339454	intelligence	hasMember	110287213	man	 	3+ 	0.8
112014739	Serratula	hasMember	112014923	sawwort	 	3+ 	1
112982103	Pythiaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
101649948	Hylidae	hasMember	101332653	Flaviviridae	 	3+ 	1
102053720	Phalacrocoracidae	hasMember	108108972	genus	 	3+ 	1
112834408	Hydrophyllaceae	hasMember	112835196	Emmanthe	 	3+ 	1
108303504	federation	hasMember	110287213	man	 	3+ 	0.8
102574651	Echeneididae	hasMember	101333610	Reoviridae	 	3+ 	1
112087207	Burmanniaceae	hasMember	108108972	genus	 	3+ 	1
108283180	madrasa	hasMember	109917593	child	 	3+ 	0.8
112087650	Dioscoreaceae	hasMember	101333610	Reoviridae	 	3+ 	1
102400139	Bovidae	hasMember	102425756	Hippotragus	 	3+ 	1
111849017	Lophophora	hasMember	108110373	species	 	3+ 	1
111804082	Caryophyllales	hasMember	111818945	Aizoaceae	 	3+ 	1
101969550	Octopoda	hasMember	108107191	suborder	 	3+ 	1
113068565	Urocystis	hasMember	108110373	species	 	3+ 	1
108487319	National Association of Realtors	hasMember	109816771	associate	 	3+ 	1
101799086	Cracidae	hasMember	101800286	Ortalis	 	3+ 	1
113219258	Equisetum	hasMember	108109624	subgenus	 	3+ 	1
108440630	dictatorship	hasMember	108256968	party	 	3+ 	1
111959489	Cynara	hasMember	108110373	species	 	3+ 	1
101630795	Notophthalmus	hasMember	108109624	subgenus	 	3+ 	1
102615494	Stichaeidae	hasMember	101333610	Reoviridae	 	3+ 	1
108284370	riding school	hasMember	110560352	school teacher	 	3+ 	1
112511046	Canavalia	hasMember	108109624	subgenus	 	3+ 	1
108073844	management consulting	hasMember	108357992	quorum	 	3+ 	1
113057845	Fuscoboletinus	hasMember	108109624	subgenus	 	3+ 	1
108198137	service	hasMember	108400965	membership	 	3+ 	1
102560823	Esocidae	hasMember	101332347	Togaviridae	 	3+ 	1
102018638	Otididae	hasMember	101332347	Togaviridae	 	3+ 	1
108387035	cream	hasMember	100007846	person	 	3+ 	1
108208444	task force	hasMember	110287213	man	 	3+ 	0.8
102490964	Leontocebus	hasMember	108109624	subgenus	 	3+ 	1
108369406	generation	hasMember	108665504	town	 	3+ 	0.8
111883137	Cheiranthus	hasMember	108109624	subgenus	 	3+ 	1
108402693	diplomatic mission	hasMember	108400965	membership	 	3+ 	1
102223009	Termitidae	hasMember	108108972	genus	 	3+ 	1
113069348	Septobasidiaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
108006094	bracket	hasMember	106413666	volume	 	3+ 	1
111778534	Araceae	hasMember	111785100	Arisarum	 	3+ 	1
102166986	Carabidae	hasMember	102167645	genus Calosoma	 	3+ 	1
101313093	Animalia	hasMember	101767199	Arthropoda	 	3+ 	1
102170848	Cleridae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
102247363	Bemisia	hasMember	108110373	species	 	3+ 	1
101836809	Podargidae	hasMember	108108972	genus	 	3+ 	1
108060193	franchise	hasMember	108357992	quorum	 	3+ 	1
101568493	Dendroica	hasMember	101568892	yellow warbler	 	3+ 	1
112678059	Sambucus	hasMember	108110373	species	 	3+ 	1
108219059	ship`s company	hasMember	108357992	quorum	 	3+ 	1
101978744	Portunidae	hasMember	108108972	genus	 	3+ 	1
113020623	Clitocybe	hasMember	113021332	Clitocybe inornata	 	3+ 	1
112188120	Thespesia	hasMember	108110373	species	 	3+ 	1
101992516	Amphipoda	hasMember	101992935	Orchestiidae	 	3+ 	1
112584057	genus Areca	hasMember	108109624	subgenus	 	3+ 	1
112955191	Schizaea	hasMember	112955414	curly grass	 	3+ 	1
108212740	Women`s Army Corps	hasMember	108397255	troops	 	3+ 	1
108326706	steering committee	hasMember	110307234	member	 	3+ 	0.8
101874784	Didelphidae	hasMember	101333610	Reoviridae	 	3+ 	1
